188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,160,161,162,163,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,192,193,194,195,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,224,225,226,227,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,256,188,188,259,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188
